variant,segment_id,time_s,time_ns,grid_dt_s,selection_method,left_source_row,left_source_time_s,right_source_row,right_source_time_s,vce_v,ic_a_um,power_w_um,cumulative_port_energy_j_um,d_log_abs_ic_dt_s_inv,temperature_delivery,tmax_k,r1_tpre_k,r1_delta_t_k,d_r1_delta_t_dt_k_s
R1,ion_pulse_0p02ps,9.312e-11,0.09312,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.5830963314450424e-05,0.06457740828612606,2.673150225065185e-13,134982696736.72958,PLT_transient_scalar,324.6332157988239,324.633215689,1.098239295060921e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.314e-11,0.09314,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.5900697806788975e-05,0.06475174451697244,2.6860831403454947e-13,134619270413.16103,PLT_transient_scalar,324.6332157991219,324.633215689,1.1012190270776046e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.316e-11,0.09316,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.597043229912753e-05,0.06492608074781882,2.699050922871974e-13,134257795811.6653,PLT_transient_scalar,324.63321579941993,324.633215689,1.1041993275284767e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.318e-11,0.09318,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.604016679146604e-05,0.0651004169786651,2.712053572644622e-13,133898257252.20738,PLT_transient_scalar,324.6332157997179,324.633215689,1.1071790595451603e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.32e-11,0.0932,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.6109901283804594e-05,0.06527475320951148,2.7250910896634396e-13,133540639222.39589,PLT_transient_scalar,324.63321580001593,324.633215689,1.1101593599960324e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.322e-11,0.09322,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.617963577614315e-05,0.06544908944035788,2.7381634739284263e-13,133184926374.8186,PLT_transient_scalar,324.6332158003139,324.633215689,1.113139092012716e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.324e-11,0.09324,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.6249370268481703e-05,0.06562342567120426,2.7512707254395827e-13,132831103525.26605,PLT_transient_scalar,324.63321580061194,324.633215689,1.1161193924635882e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.326e-11,0.09326,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.6319104760820214e-05,0.06579776190205053,2.7644128441969084e-13,132479155650.6888,PLT_transient_scalar,324.6332158009099,324.633215689,1.1190991244802717e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.328e-11,0.09328,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.638883925315877e-05,0.06597209813289692,2.7775898302004033e-13,132129067886.666,PLT_transient_scalar,324.63321580120794,324.633215689,1.1220794249311439e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.33e-11,0.09330000000000001,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.645857374549732e-05,0.0661464343637433,2.7908016834500674e-13,131780825525.31833,PLT_transient_scalar,324.6332158015059,324.633215689,1.1250591569478274e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.332e-11,0.09332,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.652830823783583e-05,0.06632077059458957,2.804048403945901e-13,131434414013.70914,PLT_transient_scalar,324.63321580180394,324.633215689,1.1280394573986996e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.334e-11,0.09333999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.6598042730174385e-05,0.06649510682543597,2.8173299916879033e-13,131089818951.35764,PLT_transient_scalar,324.6332158021019,324.633215689,1.1310191894153832e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.336e-11,0.09336,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.666777722251294e-05,0.06666944305628235,2.830646446676075e-13,130747026088.41805,PLT_transient_scalar,324.63321580239995,324.633215689,1.1339994898662553e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.338e-11,0.09338,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.6737511714851494e-05,0.06684377928712873,2.843997768910416e-13,130406021323.68129,PLT_transient_scalar,324.6332158026979,324.633215689,1.1369792218829389e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.34e-11,0.0934,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.6807246207190004e-05,0.06701811551797501,2.8573839583909263e-13,130066790702.84299,PLT_transient_scalar,324.63321580299595,324.633215689,1.139959522333811e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.342e-11,0.09342,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.687698069952856e-05,0.0671924517488214,2.870805015117606e-13,129729320416.37186,PLT_transient_scalar,324.6332158032939,324.633215689,1.1429392543504946e-07,14898.66008341778
R1,ion_pulse_0p02ps,9.344e-11,0.09344000000000001,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.694671519186711e-05,0.06736678797966777,2.8842609390904545e-13,129393596797.33365,PLT_transient_scalar,324.6332158035919,324.633215689,1.1459189863671781e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.345999999999999e-11,0.09345999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7016449684205624e-05,0.06754112421051406,2.897751730309473e-13,129059606320.41414,PLT_transient_scalar,324.6332158038899,324.633215689,1.1488992868180503e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.348e-11,0.09348,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7086184176544175e-05,0.06771546044136044,2.9112773887746605e-13,128727335599.34346,PLT_transient_scalar,324.6332158041879,324.633215689,1.1518790188347339e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.35e-11,0.0935,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.715591866888273e-05,0.06788979667220682,2.9248379144860173e-13,128396771385.25296,PLT_transient_scalar,324.6332158044859,324.633215689,1.154859319285606e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.352e-11,0.09352,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7225653161221284e-05,0.06806413290305321,2.9384333074435434e-13,128067900565.16527,PLT_transient_scalar,324.6332158047839,324.633215689,1.1578390513022896e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.354e-11,0.09354,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7295387653559794e-05,0.06823846913389948,2.9520635676472387e-13,127740710160.1291,PLT_transient_scalar,324.63321580508193,324.633215689,1.1608193517531618e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.356e-11,0.09356,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.736512214589835e-05,0.06841280536474587,2.965728695097103e-13,127415187323.44304,PLT_transient_scalar,324.6332158053799,324.633215689,1.1637990837698453e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.358e-11,0.09358,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.74348566382369e-05,0.06858714159559225,2.979428689793137e-13,127091319338.96777,PLT_transient_scalar,324.63321580567793,324.633215689,1.1667793842207175e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.36e-11,0.0936,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7504591130575455e-05,0.06876147782643864,2.99316355173534e-13,126769093619.572,PLT_transient_scalar,324.6332158059759,324.633215689,1.169759116237401e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.362e-11,0.09362,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7574325622913965e-05,0.06893581405728491,3.006933280923712e-13,126448497705.44475,PLT_transient_scalar,324.63321580627394,324.633215689,1.1727394166882732e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.364e-11,0.09364,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.764406011525252e-05,0.0691101502881313,3.0207378773582535e-13,126129519262.62994,PLT_transient_scalar,324.6332158065719,324.633215689,1.1757191487049568e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.366e-11,0.09366000000000001,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7713794607591074e-05,0.06928448651897769,3.0345773410389646e-13,125812146081.07239,PLT_transient_scalar,324.63321580686994,324.633215689,1.1786994491558289e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.367999999999999e-11,0.09368,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7783529099929585e-05,0.06945882274982396,3.048451671965845e-13,125496366073.46315,PLT_transient_scalar,324.6332158071679,324.633215689,1.1816791811725125e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.37e-11,0.09369999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.785326359226814e-05,0.06963315898067035,3.0623608701388945e-13,125182167273.55203,PLT_transient_scalar,324.63321580746594,324.633215689,1.1846594816233846e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.372e-11,0.09372,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7922998084606694e-05,0.06980749521151673,3.0763049355581133e-13,124869537834.5488,PLT_transient_scalar,324.6332158077639,324.633215689,1.1876392136400682e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.374e-11,0.09374,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.7992732576945245e-05,0.06998183144236311,3.0902838682235013e-13,124558466027.65775,PLT_transient_scalar,324.63321580806195,324.633215689,1.1906195140909404e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.376e-11,0.09376,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.8062467069283755e-05,0.07015616767320938,3.1042976681350585e-13,124248940240.92303,PLT_transient_scalar,324.6332158083599,324.633215689,1.193599246107624e-07,14898.66008341778
R1,ion_pulse_0p02ps,9.378e-11,0.09378,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.813220156162231e-05,0.07033050390405578,3.118346335292785e-13,123940948977.3191,PLT_transient_scalar,324.6332158086579,324.633215689,1.1965789781243075e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.38e-11,0.09380000000000001,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.8201936053960864e-05,0.07050484013490216,3.1324298696966807e-13,123634480853.46284,PLT_transient_scalar,324.6332158089559,324.633215689,1.1995592785751796e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.382e-11,0.09382,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.827167054629942e-05,0.07067917636574855,3.1465482713467456e-13,123329524598.54773,PLT_transient_scalar,324.6332158092539,324.633215689,1.2025390105918632e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.384e-11,0.09383999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.834140503863793e-05,0.07085351259659482,3.1607015402429797e-13,123026069052.4343,PLT_transient_scalar,324.6332158095519,324.633215689,1.2055193110427354e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.386e-11,0.09386,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.8411139530976484e-05,0.0710278488274412,3.1748896763853836e-13,122724103164.7619,PLT_transient_scalar,324.6332158098499,324.633215689,1.208499043059419e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.388e-11,0.09388,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.8480874023315035e-05,0.07120218505828758,3.1891126797739566e-13,122423615993.21683,PLT_transient_scalar,324.63321581014793,324.633215689,1.211479343510291e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.39e-11,0.0939,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.855060851565355e-05,0.07137652128913387,3.203370550408699e-13,122124596702.51086,PLT_transient_scalar,324.6332158104459,324.633215689,1.2144590755269746e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.392e-11,0.09392,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.86203430079921e-05,0.07155085751998025,3.2176632882896105e-13,121827034563.0046,PLT_transient_scalar,324.63321581074393,324.633215689,1.2174393759778468e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.394e-11,0.09394,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.8690077500330655e-05,0.07172519375082664,3.231990893416691e-13,121530918949.19754,PLT_transient_scalar,324.6332158110419,324.633215689,1.2204191079945303e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.396e-11,0.09396,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.875981199266921e-05,0.07189952998167302,3.246353365789941e-13,121236239338.70676,PLT_transient_scalar,324.63321581133994,324.633215689,1.2233994084454025e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.398e-11,0.09398,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.882954648500772e-05,0.0720738662125193,3.2607507054093604e-13,120942985311.11214,PLT_transient_scalar,324.6332158116379,324.633215689,1.226379140462086e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.4e-11,0.094,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.8899280977346274e-05,0.07224820244336569,3.275182912274949e-13,120651146546.4466,PLT_transient_scalar,324.63321581193594,324.633215689,1.2293594409129582e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.402e-11,0.09402,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.8969015469684825e-05,0.07242253867421207,3.2896499863867064e-13,120360712824.04137,PLT_transient_scalar,324.6332158122339,324.633215689,1.2323391729296418e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.403999999999999e-11,0.09404,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.9038749962023332e-05,0.07259687490505833,3.304151927744633e-13,120071674021.63788,PLT_transient_scalar,324.63321581253194,324.633215689,1.235319473380514e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.406e-11,0.09405999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.910848445436189e-05,0.07277121113590472,3.3186887363487293e-13,119784020113.70015,PLT_transient_scalar,324.6332158128299,324.633215689,1.2382992053971975e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.408e-11,0.09408,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.9178218946700445e-05,0.07294554736675112,3.333260412198995e-13,119497741170.65993,PLT_transient_scalar,324.63321581312795,324.633215689,1.2412795058480697e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.41e-11,0.0941,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.9247953439039e-05,0.0731198835975975,3.34786695529543e-13,119212827357.71754,PLT_transient_scalar,324.6332158134259,324.633215689,1.2442592378647532e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.412e-11,0.09412,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.931768793137751e-05,0.07329421982844378,3.3625083656380344e-13,118929268933.55415,PLT_transient_scalar,324.63321581372395,324.633215689,1.2472395383156254e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.414e-11,0.09414,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.9387422423716064e-05,0.07346855605929016,3.377184643226808e-13,118647056249.4435,PLT_transient_scalar,324.6332158140219,324.633215689,1.250219270332309e-07,14898.66008341778
R1,ion_pulse_0p02ps,9.416e-11,0.09416000000000001,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.945715691605462e-05,0.07364289229013654,3.3918957880617506e-13,118366179747.7864,PLT_transient_scalar,324.6332158143199,324.633215689,1.2531990023489925e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.418e-11,0.09418,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.952689140839317e-05,0.07381722852098292,3.4066418001428625e-13,118086629961.35588,PLT_transient_scalar,324.6332158146179,324.633215689,1.2561793027998647e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.42e-11,0.09419999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.959662590073168e-05,0.0739915647518292,3.4214226794701436e-13,117808397512.4089,PLT_transient_scalar,324.6332158149159,324.633215689,1.2591590348165482e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.422e-11,0.09422,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.9666360393070235e-05,0.07416590098267559,3.436238426043594e-13,117531473111.1321,PLT_transient_scalar,324.63321581521393,324.633215689,1.2621393352674204e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.424e-11,0.09424,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.973609488540879e-05,0.07434023721352197,3.4510890398632135e-13,117255847554.7536,PLT_transient_scalar,324.6332158155119,324.633215689,1.265119067284104e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.425999999999999e-11,0.09426,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.9805829377747297e-05,0.07451457344436824,3.4659745209290024e-13,116981511726.92128,PLT_transient_scalar,324.63321581580993,324.633215689,1.268099367734976e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.428e-11,0.09428,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.9875563870085855e-05,0.07468890967521463,3.480894869240961e-13,116708456596.19289,PLT_transient_scalar,324.6332158161079,324.633215689,1.2710790997516597e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.43e-11,0.0943,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,2.994529836242441e-05,0.07486324590606103,3.4958500847990886e-13,116436673215.28107,PLT_transient_scalar,324.63321581640594,324.633215689,1.2740594002025318e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.432e-11,0.09432,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.001503285476296e-05,0.07503758213690741,3.5108401676033856e-13,116166152720.16518,PLT_transient_scalar,324.6332158167039,324.633215689,1.2770391322192154e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.434e-11,0.09434,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.0084767347101474e-05,0.07521191836775369,3.525865117653852e-13,115896886328.84787,PLT_transient_scalar,324.63321581700194,324.633215689,1.2800194326700876e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.436e-11,0.09436,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.0154501839440025e-05,0.07538625459860006,3.540924934950487e-13,115628865340.73335,PLT_transient_scalar,324.6332158172999,324.633215689,1.282999164686771e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.438e-11,0.09438,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.022423633177858e-05,0.07556059082944645,3.556019619493292e-13,115362081135.33952,PLT_transient_scalar,324.63321581759794,324.633215689,1.2859794651376433e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.44e-11,0.09440000000000001,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.0293970824117135e-05,0.07573492706029283,3.5711491712822657e-13,115096525171.63182,PLT_transient_scalar,324.6332158178959,324.633215689,1.2889591971543268e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.442e-11,0.09441999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.0363705316455645e-05,0.07590926329113912,3.586313590317409e-13,114832188987.22392,PLT_transient_scalar,324.63321581819395,324.633215689,1.291939497605199e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.444e-11,0.09444,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.04334398087942e-05,0.0760835995219855,3.601512876598721e-13,114569064197.08978,PLT_transient_scalar,324.6332158184919,324.633215689,1.2949192296218826e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.446e-11,0.09446,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.050317430113275e-05,0.07625793575283188,3.6167470301262027e-13,114307142492.76442,PLT_transient_scalar,324.63321581878995,324.633215689,1.2978995300727547e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.447999999999999e-11,0.09448,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.057290879347126e-05,0.07643227198367815,3.6320160508998534e-13,114046415641.89966,PLT_transient_scalar,324.6332158190879,324.633215689,1.3008792620894383e-07,14898.66008341778
R1,ion_pulse_0p02ps,9.45e-11,0.0945,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.0642643285809816e-05,0.07660660821452454,3.647319938919674e-13,113786875486.932,PLT_transient_scalar,324.6332158193859,324.633215689,1.3038589941061218e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.452e-11,0.09452,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.071237777814838e-05,0.07678094444537094,3.6626586941856636e-13,113528513944.2832,PLT_transient_scalar,324.6332158196839,324.633215689,1.306839294556994e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.454e-11,0.09454,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.0782112270486925e-05,0.0769552806762173,3.6780323166978225e-13,113271323003.82736,PLT_transient_scalar,324.6332158199819,324.633215689,1.3098190265736775e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.456e-11,0.09455999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.085184676282543e-05,0.07712961690706358,3.6934408064561507e-13,113015294727.78072,PLT_transient_scalar,324.63321582027993,324.633215689,1.3127993270245497e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.458e-11,0.09458,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.092158125516399e-05,0.07730395313790998,3.708884163460648e-13,112760421249.90227,PLT_transient_scalar,324.6332158205779,324.633215689,1.3157790590412333e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.46e-11,0.0946,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.099131574750255e-05,0.07747828936875636,3.7243623877113146e-13,112506694774.78325,PLT_transient_scalar,324.63321582087593,324.633215689,1.3187593594921054e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.462e-11,0.09462000000000001,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.10610502398411e-05,0.07765262559960276,3.7398754792081504e-13,112254107577.0922,PLT_transient_scalar,324.6332158211739,324.633215689,1.321739091508789e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.464e-11,0.09464,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.113078473217961e-05,0.07782696183044903,3.7554234379511555e-13,112002652000.59789,PLT_transient_scalar,324.63321582147194,324.633215689,1.3247193919596612e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.466e-11,0.09466,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.1200519224518164e-05,0.07800129806129541,3.7710062639403297e-13,111752320457.68091,PLT_transient_scalar,324.6332158217699,324.633215689,1.3276991239763447e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.468e-11,0.09468,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.127025371685672e-05,0.07817563429214179,3.786623957175673e-13,111503105428.22339,PLT_transient_scalar,324.63321582206794,324.633215689,1.330679424427217e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.469999999999999e-11,0.09469999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.1339988209195226e-05,0.07834997052298806,3.8022765176571864e-13,111254999459.16495,PLT_transient_scalar,324.6332158223659,324.633215689,1.3336591564439004e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.472e-11,0.09472,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.140972270153378e-05,0.07852430675383446,3.817963945384869e-13,111007995163.61449,PLT_transient_scalar,324.63321582266394,324.633215689,1.3366394568947726e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.474e-11,0.09474,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.1479457193872335e-05,0.07869864298468084,3.8336862403587205e-13,110762085220.05083,PLT_transient_scalar,324.6332158229619,324.633215689,1.3396191889114561e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.476e-11,0.09476000000000001,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.154919168621089e-05,0.07887297921552722,3.8494434025787414e-13,110517262371.78983,PLT_transient_scalar,324.63321582325995,324.633215689,1.3425994893623283e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.478e-11,0.09477999999999999,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.1618926178549396e-05,0.07904731544637349,3.8652354320449315e-13,110273519426.14061,PLT_transient_scalar,324.6332158235579,324.633215689,1.345579221379012e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.48e-11,0.0948,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.168866067088796e-05,0.0792216516772199,3.881062328757291e-13,110030849253.69499,PLT_transient_scalar,324.63321582385595,324.633215689,1.348559521829884e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.482e-11,0.09482,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.175839516322651e-05,0.07939598790806628,3.8969240927158193e-13,109789244787.66139,PLT_transient_scalar,324.6332158241539,324.633215689,1.3515392538465676e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.484e-11,0.09484000000000001,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.182812965556506e-05,0.07957032413891264,3.912820723920517e-13,109548699023.28746,PLT_transient_scalar,324.63321582445195,324.633215689,1.3545195542974398e-07,14900.0811688893
R1,ion_pulse_0p02ps,9.486e-11,0.09486,2e-14,linear_interpolation,19,8.57492675781e-11,20,9.57492675781e-11,2500.0,3.1897864147903574e-05,0.07974466036975894,3.928752222371384e-13,109309205016.88313,PLT_transient_scalar,324.6332158247499,324.633215689,1.3574992863141233e-07,14898.66008341778
