sample_kind,thermal_variant_id,run_id,segment_id,time_s,time_ns,dt_s,collector_inner_voltage_v,ic_a_um,tmax_k,tpre_k,delta_t_k,power_w_um,cumulative_port_energy_j_um,d_log_ic_dt_s_inv,d_delta_t_dt_k_s,left_source_row,left_source_time_s,right_source_row,right_source_time_s,diagnostic_only
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.430000000000001e-11,0.06430000000000001,1e-13,2500.0,1.3124913319126067e-07,324.633215689,324.633215689,0.0,0.0003281228329781517,2.1065483050749572e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.44e-11,0.0644,1e-13,2500.0,1.3124913318862068e-07,324.633215689,324.633215689,0.0,0.0003281228329715517,2.1098295334047057e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.450000000000001e-11,0.06450000000000002,1e-13,2500.0,1.3124913318598066e-07,324.633215689,324.633215689,0.0,0.0003281228329649517,2.1131107617343883e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.46e-11,0.0646,1e-13,2500.0,1.3124913318334067e-07,324.633215689,324.633215689,0.0,0.0003281228329583517,2.116391990064005e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.470000000000001e-11,0.06470000000000001,1e-13,2500.0,1.3124913318070065e-07,324.633215689,324.633215689,0.0,0.0003281228329517517,2.1196732183935553e-14,-201.13688492529036,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.480000000000001e-11,0.06480000000000001,1e-13,2500.0,1.3124913317806066e-07,324.633215689,324.633215689,0.0,0.0003281228329451517,2.1229544467230398e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.49e-11,0.0649,1e-13,2500.0,1.3124913317542067e-07,324.633215689,324.633215689,0.0,0.0003281228329385517,2.1262356750524582e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.500000000000001e-11,0.065,1e-13,2500.0,1.3124913317278066e-07,324.633215689,324.633215689,0.0,0.0003281228329319517,2.1295169033818108e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.510000000000001e-11,0.06510000000000002,1e-13,2500.0,1.3124913317014067e-07,324.633215689,324.633215689,0.0,0.0003281228329253517,2.1327981317110973e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.52e-11,0.06520000000000001,1e-13,2500.0,1.3124913316750068e-07,324.633215689,324.633215689,0.0,0.0003281228329187517,2.136079360040318e-14,-201.13688492529036,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.530000000000001e-11,0.06530000000000001,1e-13,2500.0,1.3124913316486066e-07,324.633215689,324.633215689,0.0,0.0003281228329121517,2.1393605883694723e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.54e-11,0.0654,1e-13,2500.0,1.3124913316222067e-07,324.633215689,324.633215689,0.0,0.0003281228329055517,2.1426418166985607e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.55e-11,0.0655,1e-13,2500.0,1.3124913315958066e-07,324.633215689,324.633215689,0.0,0.0003281228328989517,2.1459230450275832e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.560000000000001e-11,0.0656,1e-13,2500.0,1.3124913315694067e-07,324.633215689,324.633215689,0.0,0.0003281228328923517,2.1492042733565397e-14,-201.14576670948736,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.57e-11,0.06570000000000001,1e-13,2500.0,1.3124913315430068e-07,324.633215689,324.633215689,0.0,0.0003281228328857517,2.1524855016854303e-14,44.6931380793103,0.0,16,5.57492675781e-11,17,6.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.580000000000001e-11,0.06580000000000001,1e-13,2500.0,1.3124913315811383e-07,324.633215689,324.633215689,0.0,0.0003281228328952846,2.1557667300143354e-14,529.2655202993046,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.590000000000001e-11,0.06590000000000001,1e-13,2500.0,1.3124913316819384e-07,324.633215689,324.633215689,0.0,0.0003281228329204846,2.1590479583434143e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.6e-11,0.066,1e-13,2500.0,1.3124913317827383e-07,324.633215689,324.633215689,0.0,0.0003281228329456846,2.162329186672745e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.610000000000001e-11,0.0661,1e-13,2500.0,1.3124913318835384e-07,324.633215689,324.633215689,0.0,0.0003281228329708846,2.165610415002328e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.62e-11,0.0662,1e-13,2500.0,1.3124913319843382e-07,324.633215689,324.633215689,0.0,0.00032812283299608457,2.168891643332163e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.63e-11,0.06630000000000001,1e-13,2500.0,1.3124913320851383e-07,324.633215689,324.633215689,0.0,0.0003281228330212846,2.1721728716622497e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.640000000000001e-11,0.06640000000000001,1e-13,2500.0,1.3124913321859384e-07,324.633215689,324.633215689,0.0,0.0003281228330464846,2.1754540999925887e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.65e-11,0.0665,1e-13,2500.0,1.3124913322867382e-07,324.633215689,324.633215689,0.0,0.0003281228330716846,2.1787353283231794e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.660000000000001e-11,0.0666,1e-13,2500.0,1.3124913323875383e-07,324.633215689,324.633215689,0.0,0.0003281228330968846,2.1820165566540222e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.670000000000001e-11,0.06670000000000001,1e-13,2500.0,1.3124913324883384e-07,324.633215689,324.633215689,0.0,0.0003281228331220846,2.1852977849851172e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.68e-11,0.0668,1e-13,2500.0,1.3124913325891382e-07,324.633215689,324.633215689,0.0,0.0003281228331472846,2.188579013316464e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.690000000000001e-11,0.06690000000000002,1e-13,2500.0,1.3124913326899383e-07,324.633215689,324.633215689,0.0,0.0003281228331724846,2.1918602416480628e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.7e-11,0.067,1e-13,2500.0,1.3124913327907384e-07,324.633215689,324.633215689,0.0,0.0003281228331976846,2.1951414699799135e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.71e-11,0.0671,1e-13,2500.0,1.3124913328915383e-07,324.633215689,324.633215689,0.0,0.0003281228332228846,2.1984226983120163e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.720000000000001e-11,0.06720000000000001,1e-13,2500.0,1.3124913329923384e-07,324.633215689,324.633215689,0.0,0.0003281228332480846,2.2017039266443713e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.73e-11,0.0673,1e-13,2500.0,1.3124913330931382e-07,324.633215689,324.633215689,0.0,0.0003281228332732846,2.204985154976978e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.740000000000001e-11,0.0674,1e-13,2500.0,1.3124913331939383e-07,324.633215689,324.633215689,0.0,0.0003281228332984846,2.208266383309837e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.750000000000001e-11,0.06750000000000002,1e-13,2500.0,1.3124913332947384e-07,324.633215689,324.633215689,0.0,0.0003281228333236846,2.2115476116429478e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.76e-11,0.06760000000000001,1e-13,2500.0,1.3124913333955382e-07,324.633215689,324.633215689,0.0,0.0003281228333488846,2.2148288399763106e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.770000000000001e-11,0.06770000000000001,1e-13,2500.0,1.3124913334963383e-07,324.633215689,324.633215689,0.0,0.0003281228333740846,2.2181100683099255e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.78e-11,0.0678,1e-13,2500.0,1.3124913335971384e-07,324.633215689,324.633215689,0.0,0.00032812283339928456,2.2213912966437922e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.79e-11,0.0679,1e-13,2500.0,1.3124913336979382e-07,324.633215689,324.633215689,0.0,0.00032812283342448456,2.224672524977911e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.800000000000001e-11,0.068,1e-13,2500.0,1.3124913337987383e-07,324.633215689,324.633215689,0.0,0.00032812283344968457,2.227953753312282e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.81e-11,0.06810000000000001,1e-13,2500.0,1.3124913338995382e-07,324.633215689,324.633215689,0.0,0.00032812283347488457,2.2312349816469047e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.820000000000001e-11,0.06820000000000001,1e-13,2500.0,1.3124913340003383e-07,324.633215689,324.633215689,0.0,0.00032812283350008457,2.2345162099817796e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.830000000000001e-11,0.06830000000000001,1e-13,2500.0,1.3124913341011384e-07,324.633215689,324.633215689,0.0,0.0003281228335252846,2.2377974383169066e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.84e-11,0.0684,1e-13,2500.0,1.3124913342019382e-07,324.633215689,324.633215689,0.0,0.0003281228335504846,2.2410786666522854e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.850000000000001e-11,0.0685,1e-13,2500.0,1.3124913343027383e-07,324.633215689,324.633215689,0.0,0.0003281228335756846,2.2443598949879163e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.86e-11,0.0686,1e-13,2500.0,1.3124913344035384e-07,324.633215689,324.633215689,0.0,0.0003281228336008846,2.247641123323799e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.87e-11,0.06870000000000001,1e-13,2500.0,1.3124913345043382e-07,324.633215689,324.633215689,0.0,0.0003281228336260846,2.250922351659934e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.880000000000001e-11,0.06880000000000001,1e-13,2500.0,1.3124913346051383e-07,324.633215689,324.633215689,0.0,0.0003281228336512846,2.2542035799963208e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.89e-11,0.0689,1e-13,2500.0,1.3124913347059382e-07,324.633215689,324.633215689,0.0,0.0003281228336764846,2.2574848083329596e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.900000000000001e-11,0.069,1e-13,2500.0,1.3124913348067383e-07,324.633215689,324.633215689,0.0,0.0003281228337016846,2.2607660366698504e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.910000000000001e-11,0.06910000000000001,1e-13,2500.0,1.3124913349075384e-07,324.633215689,324.633215689,0.0,0.0003281228337268846,2.2640472650069934e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.92e-11,0.0692,1e-13,2500.0,1.3124913350083382e-07,324.633215689,324.633215689,0.0,0.0003281228337520846,2.2673284933443883e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.930000000000001e-11,0.06930000000000001,1e-13,2500.0,1.3124913351091383e-07,324.633215689,324.633215689,0.0,0.0003281228337772846,2.2706097216820352e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.94e-11,0.0694,1e-13,2500.0,1.3124913352099384e-07,324.633215689,324.633215689,0.0,0.0003281228338024846,2.273890950019934e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.95e-11,0.0695,1e-13,2500.0,1.3124913353107382e-07,324.633215689,324.633215689,0.0,0.00032812283382768455,2.2771721783580848e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.960000000000001e-11,0.06960000000000001,1e-13,2500.0,1.3124913354115383e-07,324.633215689,324.633215689,0.0,0.00032812283385288455,2.2804534066964877e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.97e-11,0.0697,1e-13,2500.0,1.3124913355123384e-07,324.633215689,324.633215689,0.0,0.00032812283387808456,2.2837346350351425e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.980000000000001e-11,0.0698,1e-13,2500.0,1.3124913356131382e-07,324.633215689,324.633215689,0.0,0.00032812283390328456,2.2870158633740494e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,6.990000000000001e-11,0.06990000000000002,1e-13,2500.0,1.3124913357139383e-07,324.633215689,324.633215689,0.0,0.00032812283392848456,2.290297091713208e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7e-11,0.07,1e-13,2500.0,1.3124913358147382e-07,324.633215689,324.633215689,0.0,0.00032812283395368457,2.293578320052619e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7.010000000000001e-11,0.07010000000000001,1e-13,2500.0,1.3124913359155383e-07,324.633215689,324.633215689,0.0,0.00032812283397888457,2.296859548392282e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7.02e-11,0.0702,1e-13,2500.0,1.3124913360163384e-07,324.633215689,324.633215689,0.0,0.00032812283400408457,2.3001407767321966e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7.03e-11,0.0703,1e-13,2500.0,1.3124913361171382e-07,324.633215689,324.633215689,0.0,0.0003281228340292846,2.3034220050723635e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7.040000000000001e-11,0.0704,1e-13,2500.0,1.3124913362179383e-07,324.633215689,324.633215689,0.0,0.0003281228340544846,2.3067032334127824e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7.05e-11,0.07050000000000001,1e-13,2500.0,1.3124913363187384e-07,324.633215689,324.633215689,0.0,0.0003281228340796846,2.3099844617534532e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7.060000000000001e-11,0.07060000000000001,1e-13,2500.0,1.3124913364195382e-07,324.633215689,324.633215689,0.0,0.0003281228341048846,2.313265690094376e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7.070000000000001e-11,0.07070000000000001,1e-13,2500.0,1.3124913365203383e-07,324.633215689,324.633215689,0.0,0.0003281228341300846,2.3165469184355508e-14,767.9989977305013,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7.08e-11,0.0708,1e-13,2500.0,1.3124913366211382e-07,324.633215689,324.633215689,0.0,0.0003281228341552846,2.3198281467769777e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
derived_linear_grid,R1_THERMO_COUPLED_TCONT300,A01_v2500_let15_y3p5_thermal__R1_thermo_coupled_to60__20260713T064449946Z__1d9cd23a,pre_strike_0p1ps,7.090000000000001e-11,0.0709,1e-13,2500.0,1.3124913367219382e-07,324.633215689,324.633215689,0.0,0.0003281228341804846,2.3231093751186566e-14,768.0078795146983,0.0,17,6.57492675781e-11,18,7.57492675781e-11,True
