let_mev_cm2_mg,initial_state,case_id,run_id,time_s,vce_v,ic_a_um,tmax_k,tpre_k,delta_t_k,power_w_um,source_path,source_sha256,source_row
0.015,cold300,A01_v2500_let0p015_y3p5_cold300,A01_v2500_let0p015_y3p5_cold300__recovery40p7to60_v1__20260715T062739251Z__2fc62e6b,5.78923478094e-08,2500.0,5.31839427837e-07,300.063310716,300.000220981,0.06308973500000548,0.0013295985695924999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p015_cold300_raw.csv,c031848b655168504c8ef762cabe89177efca542ca58fe6d027459fd8a43bae4,181
0.015,cold300,A01_v2500_let0p015_y3p5_cold300,A01_v2500_let0p015_y3p5_cold300__recovery40p7to60_v1__20260715T062739251Z__2fc62e6b,5.83923478094e-08,2500.0,5.29829280101e-07,300.06354243,300.000220981,0.06332144900000003,0.0013245732002525,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p015_cold300_raw.csv,c031848b655168504c8ef762cabe89177efca542ca58fe6d027459fd8a43bae4,182
0.015,cold300,A01_v2500_let0p015_y3p5_cold300,A01_v2500_let0p015_y3p5_cold300__recovery40p7to60_v1__20260715T062739251Z__2fc62e6b,5.88923478094e-08,2500.0,5.28485120867e-07,300.063766857,300.000220981,0.0635458760000347,0.0013212128021675,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p015_cold300_raw.csv,c031848b655168504c8ef762cabe89177efca542ca58fe6d027459fd8a43bae4,183
0.015,cold300,A01_v2500_let0p015_y3p5_cold300,A01_v2500_let0p015_y3p5_cold300__recovery40p7to60_v1__20260715T062739251Z__2fc62e6b,5.93923478094e-08,2500.0,5.27649138046e-07,300.064007093,300.000220981,0.0637861120000025,0.001319122845115,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p015_cold300_raw.csv,c031848b655168504c8ef762cabe89177efca542ca58fe6d027459fd8a43bae4,184
0.015,cold300,A01_v2500_let0p015_y3p5_cold300,A01_v2500_let0p015_y3p5_cold300__recovery40p7to60_v1__20260715T062739251Z__2fc62e6b,5.98923478094e-08,2500.0,5.27182335346e-07,300.064248684,300.000220981,0.06402770300002203,0.001317955838365,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p015_cold300_raw.csv,c031848b655168504c8ef762cabe89177efca542ca58fe6d027459fd8a43bae4,185
0.015,cold300,A01_v2500_let0p015_y3p5_cold300,A01_v2500_let0p015_y3p5_cold300__recovery40p7to60_v1__20260715T062739251Z__2fc62e6b,6e-08,2500.0,5.27097563039e-07,300.064300494,300.000220981,0.06407951300002424,0.0013177439075974999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p015_cold300_raw.csv,c031848b655168504c8ef762cabe89177efca542ca58fe6d027459fd8a43bae4,186
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1e-13,2500.0,1.31235387961e-07,324.633215689,324.633215689,0.0,0.00032808846990250003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,2
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,2.5e-13,2500.0,1.31249127504e-07,324.633215689,324.633215689,0.0,0.00032812281876000004,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,3
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,4.75e-13,2500.0,1.3124913434e-07,324.633215689,324.633215689,0.0,0.00032812283585,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,4
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,8.125e-13,2500.0,1.3124913084e-07,324.633215689,324.633215689,0.0,0.00032812282709999995,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,5
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.31875e-12,2500.0,1.31249131705e-07,324.633215689,324.633215689,0.0,0.0003281228292625,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,6
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,2.078125e-12,2500.0,1.31249136954e-07,324.633215689,324.633215689,0.0,0.000328122842385,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,7
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,3.2171875e-12,2500.0,1.31249132345e-07,324.633215689,324.633215689,0.0,0.00032812283086250003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,8
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,4.92578125e-12,2500.0,1.31249133479e-07,324.633215689,324.633215689,0.0,0.0003281228336975,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,9
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,7.488671875e-12,2500.0,1.3124913413e-07,324.633215689,324.633215689,0.0,0.000328122835325,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,10
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.13330078125e-11,2500.0,1.31249133418e-07,324.633215689,324.633215689,0.0,0.00032812283354500003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,11
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.70995117188e-11,2500.0,1.31249132798e-07,324.633215689,324.633215689,0.0,0.000328122831995,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,12
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,2.57492675781e-11,2500.0,1.31249132996e-07,324.633215689,324.633215689,0.0,0.00032812283249000003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,13
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,3.57492675781e-11,2500.0,1.31249132691e-07,324.633215689,324.633215689,0.0,0.0003281228317275,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,14
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,4.57492675781e-11,2500.0,1.31249134988e-07,324.633215689,324.633215689,0.0,0.00032812283747,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,15
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,5.57492675781e-11,2500.0,1.31249133417e-07,324.633215689,324.633215689,0.0,0.0003281228335425,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,16
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,6.57492675781e-11,2500.0,1.31249133153e-07,324.633215689,324.633215689,0.0,0.00032812283288250003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,17
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,7.57492675781e-11,2500.0,1.31249134161e-07,324.633215689,324.633215689,0.0,0.00032812283540249997,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,18
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,8.57492675781e-11,2500.0,1.31249131913e-07,324.633215689,324.633215689,0.0,0.00032812282978249995,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,19
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.57492675781e-11,2500.0,6.03655984273e-07,324.633215691,324.633215689,1.999978849198669e-09,0.0015091399606825,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,20
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.8e-11,2500.0,4.59239036922e-06,324.633215693,324.633215689,4.000014541816199e-09,0.01148097592305,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,21
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.82e-11,2500.0,5.30399457437e-06,324.633215693,324.633215689,4.000014541816199e-09,0.013259986435924999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,22
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.84e-11,2500.0,6.08284408579e-06,324.633215693,324.633215689,4.000014541816199e-09,0.015207110214475,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,23
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.86e-11,2500.0,6.92637564233e-06,324.633215693,324.633215689,4.000014541816199e-09,0.017315939105825,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,24
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.88e-11,2500.0,7.83063515795e-06,324.633215693,324.633215689,4.000014541816199e-09,0.019576587894875,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,25
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.9e-11,2500.0,8.79014637836e-06,324.633215693,324.633215689,4.000014541816199e-09,0.0219753659459,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,26
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.92e-11,2500.0,9.79794863969e-06,324.633215694,324.633215689,5.000003966415534e-09,0.024494871599224997,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,27
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.94e-11,2500.0,1.08457145373e-05,324.633215694,324.633215689,5.000003966415534e-09,0.02711428634325,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,28
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.96e-11,2500.0,1.19239365524e-05,324.633215694,324.633215689,5.000003966415534e-09,0.029809841381,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,29
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,9.98e-11,2500.0,1.30221725795e-05,324.633215694,324.633215689,5.000003966415534e-09,0.03255543144875,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,30
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1e-10,2500.0,1.41293383174e-05,324.633215695,324.633215689,5.999993391014868e-09,0.0353233457935,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,31
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.002e-10,2500.0,1.52340321226e-05,324.633215695,324.633215689,5.999993391014868e-09,0.0380850803065,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,32
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.004e-10,2500.0,1.63248768492e-05,324.633215695,324.633215689,5.999993391014868e-09,0.040812192123,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,33
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.006e-10,2500.0,1.73908602105e-05,324.633215696,324.633215689,6.999982815614203e-09,0.04347715052625,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,34
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.008e-10,2500.0,1.8421657933e-05,324.633215696,324.633215689,6.999982815614203e-09,0.046054144832500005,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,35
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.01e-10,2500.0,1.94079225148e-05,324.633215696,324.633215689,6.999982815614203e-09,0.048519806287,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,36
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.012e-10,2500.0,2.0341525019e-05,324.633215697,324.633215689,8.000029083632398e-09,0.050853812547499995,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,37
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.014e-10,2500.0,2.12157388602e-05,324.633215697,324.633215689,8.000029083632398e-09,0.0530393471505,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,38
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.016e-10,2500.0,2.20253600373e-05,324.633215698,324.633215689,9.000018508231733e-09,0.055063400093249996,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,39
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.018e-10,2500.0,2.27667606115e-05,324.633215699,324.633215689,1.0000007932831068e-08,0.05691690152875,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,40
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.02e-10,2500.0,2.3437877585e-05,324.633215699,324.633215689,1.0000007932831068e-08,0.0585946939625,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,41
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.022e-10,2500.0,2.40381370067e-05,324.6332157,324.633215689,1.0999997357430402e-08,0.06009534251675,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,42
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.0248e-10,2500.0,2.47609287704e-05,324.633215701,324.633215689,1.1999986782029737e-08,0.061902321926,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,43
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.02872e-10,2500.0,2.55543421637e-05,324.633215702,324.633215689,1.2999976206629071e-08,0.06388585540925,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,44
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.034208e-10,2500.0,2.62886871845e-05,324.633215705,324.633215689,1.6000001323845936e-08,0.06572171796125,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,45
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.0418912e-10,2500.0,2.67542663629e-05,324.633215709,324.633215689,2.0000015865662135e-08,0.06688566590725,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,46
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.05264768e-10,2500.0,2.67504059278e-05,324.633215716,324.633215689,2.6999998681276338e-08,0.0668760148195,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,47
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.067706752e-10,2500.0,2.62101240285e-05,324.633215729,324.633215689,4.000003173132427e-08,0.06552531007125,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,48
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.0887894528e-10,2500.0,2.50456407562e-05,324.633215752,324.633215689,6.300001587078441e-08,0.0626141018905,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,49
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.11830523392e-10,2500.0,2.26593980241e-05,324.633215791,324.633215689,1.0200000133409048e-07,0.056648495060250006,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,50
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.15962732749e-10,2500.0,1.74507756857e-05,324.63321586,324.633215689,1.7100001059588976e-07,0.043626939214249996,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,51
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.18855279299e-10,2500.0,1.23197055517e-05,324.633215912,324.633215689,2.2300002910924377e-07,0.03079926387925,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,52
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.22904844468e-10,2500.0,6.48240729543e-06,324.63321599,324.633215689,3.010000000358559e-07,0.016206018238575003,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,53
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.28574235706e-10,2500.0,2.79912810578e-06,324.633216102,324.633215689,4.1300000930277747e-07,0.006997820264449999,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,54
0.15,thermal-steady,A01_v2500_let0p15_y3p5_thermal,A01_v2500_let0p15_y3p5_thermal__transient_to60_v1__20260715T084034904Z__63d298c2,1.36511383438e-10,2500.0,1.44962344671e-06,324.633216263,324.633215689,5.740000119658362e-07,0.003624058616775,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let0p15_thermal_raw.csv,f5ad4db3b0862e01dcc7a14f23485c92c5e7feee201a78e2a7fae981d136ea5f,55
