relative_path,kind,status,source,size,sha,purpose,boundary
04_低LET诊断附录/README_低LET边界.md,documentation,included,delivery metadata,288,68812138ef21838e7bbba21a67d847634f395a529eacf7ec4bca7e923eb20aea,final delivery evidence or reproducible input,see package README
04_低LET诊断附录/低LET诊断报告.md,documentation,included,delivery metadata,4652,08db587edbf5122adc919dde385ed0fba707bdea5122ee4140d8820b0f41c1b6,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/campaign_manifest.json,structured_data,included,delivery metadata,5850,972351975dcbc686f784bf2b63788a83ab82c20c0ddecf049e9b36217a5ac0b4,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/case_matrix.csv,structured_data,included,delivery metadata,1463,547e6a2c99af384f75a6a97e893a8e6bb82eb09a3dba59460f612e9010b457cd,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,d3016d7c599e8261f70e04a47e99b1336ec46956458e90d1e0ec4232cf8aaa30,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_dc.json,structured_data,included,delivery metadata,977,b7e0507e22f6646bee4067d638431ed9941d92b250edda67d451c01c579ebf56,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,7e7865a6a12fc0a16c06b96561d093efbce38f2f2993302309826679bbfc5906,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T243_V550_L15/IGBT_T243_V550_L15_transient.json,structured_data,included,delivery metadata,1010,a2d7096ed9a6d2b6bfa98a228c6e26eecc88108dd9111d0508b2c341794ae36b,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,b11eb2f0d7e54ae38ceac63eca50c9f6f718f2e52c702e72ef41bec66e13977b,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_dc.json,structured_data,included,delivery metadata,977,548094fc74f50de73d931fd94f2d06541a973ce7c61f979d75bdaec2697aba91,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,af368ee0a91c65a1b400bfc0cedd3d22b83447262d91481b0bf55bb714c3b0da,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V500_L15/IGBT_T298_V500_L15_transient.json,structured_data,included,delivery metadata,1010,9c34c653634f5a287808d9452eb9d344030971e2748f0088faa9f08563bfb24f,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,ae2805a83abeea489abc312d4c0f6b6bb44d970f5b93ee8df40af08fa5edc087,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_dc.json,structured_data,included,delivery metadata,977,928db7de2b35c4e16818513432de5e19742f45450d05edd6eecd11cface034f5,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,3ee0fe061ef39be5ff4f26fc67753eab9bab4e63ed2e7d935bd709d6b6e7319b,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V525_L15/IGBT_T298_V525_L15_transient.json,structured_data,included,delivery metadata,1010,5f8596842ffc62802cc5067ce9eb9e78da150ef1054f8d83e534b2df5493dd80,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,c2b334dceccb8249f0593852cedcffc9219a2e38be63db4ae0d21b0b12c211af,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_dc.json,structured_data,included,delivery metadata,977,96dff1d1b56b7988d9b2b70bba129862cc757d1adce271d5974f99feb037e8e7,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,168010e78d67a6a5be830f8333374fb667e33d33640b838960b9d65f9b04e315,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V550_L15/IGBT_T298_V550_L15_transient.json,structured_data,included,delivery metadata,1010,d6f04110fcd138b53bcf0cf00c0fc0400a6f48665deb1676cfb979f74e3445b5,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,ed90ebffee21d22831672ef2b1ffa0e8ba27c5ee2ab1d42e6c0795db384a8d7f,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_dc.json,structured_data,included,delivery metadata,977,d7380bd706d6833a70d90eaa6814e7efc0eb85b3d1319e2694b10479fac0411c,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,6ccc960ed559c0d0b7e91f580252ed1e3979a6447f16cfa7b1a8e4952690dccd,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T298_V575_L15/IGBT_T298_V575_L15_transient.json,structured_data,included,delivery metadata,1010,c3882d4394f98c3c32f44c56bc0a18ec43ecd697291fe22fbb257c86a69acf87,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,142897356b8f9fee6ead42f5b32c6b3934a312f604331fb5bc911d4bd377c6ed,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_dc.json,structured_data,included,delivery metadata,977,412daae9e80dddc68acc08b2c899c8e7d403b6880ea687fcd09fa102c6c6f444,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,e141409eecd2ce4c11188e8017d236e5354ff753bfa0f69d1fb0f1d51011a0d6,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T323_V550_L15/IGBT_T323_V550_L15_transient.json,structured_data,included,delivery metadata,1010,ec1e63ef13272cbae6aac1fa7992b180c17df661e79f446478b3934b85a93dfe,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_dc.cmd,reproduction_input_or_script,included,delivery metadata,1459,f9cacf54fa67d25afbe9c468c77cfccc123f7eee559c69ccacf407355379f3d8,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_dc.json,structured_data,included,delivery metadata,977,8c2da60450a47be73a1c2f0a78fb7357df7baea97281af117c5a080424741c93,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_transient.cmd,reproduction_input_or_script,included,delivery metadata,5714,e44065bbfbfd2bbd4314e2061f61ddd4334031580aca76e49a8809ede85b1aa3,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/IGBT_T343_V550_L15/IGBT_T343_V550_L15_transient.json,structured_data,included,delivery metadata,1010,136c93a8c0762acab812651afa170e081619d5e5d8500f31fba8b83b8c55f0e9,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_dc.cmd,reproduction_input_or_script,included,delivery metadata,1554,08dc497b16db7db7b14c8c0e5dd58563a98d5ba1d957fcf1ae7159624271c065,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_dc.json,structured_data,included,delivery metadata,1023,d3e28cdf95d6094a6561c8904c36c95a4d65f3247e674ea52793b36808900cbe,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_transient.cmd,reproduction_input_or_script,included,delivery metadata,6133,f266f4b11ad30d456c8ea221dcd2d4df65fb82d1661f20a133f59e3a1e24bd95,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/cases/VAL_IGBT_T298_V550_L15_track_refined/VAL_IGBT_T298_V550_L15_track_refined_transient.json,structured_data,included,delivery metadata,1075,c572558dd80be6096355d2a11ebbf4db903d3b59405cac547d1f6e73d7e7563e,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/frozen_input_hashes.json,structured_data,included,delivery metadata,10629,c1556f1adbcab5586a623232e1babbb25b3b4d2a9e05f04eb503958881e34831,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/frozen_input_manifest.json,structured_data,included,delivery metadata,1950,e1521e0bf703e726cf021b4a5abde057d248ab9e509988b2d2621016b34a44a6,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/plot_2ns_spec.json,structured_data,included,delivery metadata,2262,33589d38ae20603db19fe8fae53e4234d530aa6824e669034cc4b681528e5eaa,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/sde/igbt_baseline_sde.cmd,reproduction_input_or_script,included,delivery metadata,7360,9336137eee8c42f69db454f1c3e09dfb332fc2f6537ac2821692e59970d0b6b2,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/sde/igbt_track_refined_sde.cmd,reproduction_input_or_script,included,delivery metadata,7377,64f83a61a7028599975cefa57553e5a80680303f5c84e5876cf1fdc60779efe4,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/sdevice.par,reproduction_input_or_script,included,delivery metadata,97878,58dcaf4ba5b0a2a6b61d01e8fcbbab7bb6ecb6d08b69b44cc45941125c0039a1,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/sdevice_parameter_snapshot.json,structured_data,included,delivery metadata,578,04235e3304ae16d7f074570c2021946d77789b6d1ea35e91cf575fd2a371b3cc,final delivery evidence or reproducible input,see package README
05_最小复现材料/formal_inputs/source_and_derivation_audit.json,structured_data,included,delivery metadata,2565,9cc180ba0185ce5888778698d096c240071f86075f988bc4273cb3719f1775d9,final delivery evidence or reproducible input,see package README
05_最小复现材料/README_最小复现材料.md,documentation,included,delivery metadata,1306,fdc927eece9cda76c7aa4a6225508df99b2789ef77d63c38e0023d5a185770d7,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/run_igbt_seb_case_脱敏.ps1,reproduction_input_or_script,included,delivery metadata,33616,c6645d895f493f3984b655c295c20ff85a2e39d84e149b9e977f9f5f3f446d6c,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/sdevice_core_lease.sh,reproduction_input_or_script,included,delivery metadata,7655,528bc8cc58544728e769b535b26f748c05962bf2b218a554bd90a22b56821c04,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/sentaurus-core-policy.json,structured_data,included,delivery metadata,226,266d554813c3997378c1f7e4fccd12671042e231d2bf0454c2f896fc3b3366c2,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/summarize_igbt_mosfet_seb_campaign.py,reproduction_input_or_script,included,delivery metadata,18633,c831eb47c5c352cde2233380e7acd998e7052c14d49ce5aeecdaa117373df268,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/validate_ai_tcad_paper_materials.py,reproduction_input_or_script,included,delivery metadata,8284,931887adf49b5481c1e51fc0f038fba52725baf111feb7d80d9eebdd1138fd6e,final delivery evidence or reproducible input,see package README
05_最小复现材料/scripts/verify_delivery_v2.py,reproduction_input_or_script,included,delivery metadata,11749,141a2ef7db114c35ea984fde552b9a169be95470a046ee84bf372969ffddc1a9,final delivery evidence or reproducible input,see package README
